gene,baseMean,log2FoldChange,lfcSE,pvalue,padj
Cvig_LOC111130682,1529.26273341385,0.109622377956173,0.215840056314942,0.593608369599258,0.717227517198123
Cvig_LOC111112909,1614.52020313859,1.10827539283192,0.186119367262366,5.73600707577582e-10,8.33835682973955e-09
Cvig_LOC111106493,1515.07003461675,-0.34387912634099,0.287329962896003,0.190859479440309,0.317629241833001
Cvig_LOC111099477,1794.58212379354,3.3076087255311,0.390588977622002,1.81445861128424e-19,8.03891810294402e-18
Cvig_LOC111099207,1624.87220860646,1.22300382014674,0.317905975869884,1.80170479206717e-05,0.000116202775844937
Cvig_LOC111112952,1530.42602846241,0.556506348886565,0.186811546449457,0.00195272210806412,0.00744664154967151
Cvig_LOC111136541,1586.48632256989,1.02759604178534,0.316930339035001,0.000297519019151378,0.00144100068465073
Cvig_LOC111119712,1680.71324782003,1.90503337366922,0.146376068873752,2.23228279834181e-40,5.7719148257125e-38
Cvig_LOC111127936,1572.01937661477,0.859246519917952,0.144824716982668,1.20366635378327e-09,1.6689958298942e-08
Cvig_LOC111128837,1497.11384612495,0.35311637628333,0.289962523449681,0.182459877099406,0.306835319693945
Cvig_LOC111110297,1585.18553520022,1.14026942320001,0.283475288060241,1.10789464470389e-05,7.50774147522752e-05
Cvig_LOC111123033,1635.29532748002,0.888742098823608,0.297664837833163,0.000993503745290742,0.00414505770437596
Cvig_LOC111135851,1561.44241878135,0.897627837253378,0.198356831092163,2.19694186218958e-06,1.72137434284079e-05
Cvig_LOC111135114,1570.60318370484,0.679867431289039,0.135297331322221,2.8728181238829e-07,2.66613364651411e-06
Cvig_LOC111119664,1487.57311589298,0.0465695866247375,0.112062558070059,0.673666329440124,0.780332844790832
Cvig_LOC111134024,1519.87164497273,0.561777490935206,0.266188735666999,0.0225312780968694,0.0584449607405433
Cvig_LOC111123673,1578.29270555425,1.1200537441472,0.35966719003902,0.000355619075041994,0.00168844125860923
Cvig_LOC111124727,1767.80639123711,3.31475843135769,0.253506573897311,3.95346584190532e-41,1.07510413778365e-38
Cvig_LOC111108345,1489.594864919,-0.651115150022606,0.319582742375224,0.0227708865619689,0.0589556810669796
Cvig_LOC111135726,1558.89279666498,0.927714999551546,0.216800224793831,6.33333119882477e-06,4.52175596443169e-05
Cvig_LOC111125073,1538.47673592795,0.514358270047068,0.101179793027699,2.71150967998056e-07,2.52836455379801e-06
Cvig_LOC111137588,1653.33050501349,1.3309017309524,0.224559124141966,3.61085267355743e-10,5.40856351317042e-09
Cvig_LOC111125162,1559.48920684308,0.819116522351754,0.1947238458784,1.11718011272019e-05,7.56741392651028e-05
Cvig_rna-NC_007175.2_9032..9098,1668.87601401984,0.623356290973569,0.430615384057017,0.0781030912402826,0.159745964674493
Cvig_LOC111100625,1460.78627183832,-0.314351833412073,0.191856475433391,0.0882063732031601,0.176003265420969
Cvig_LOC111120559,1511.64054382926,0.0907301503087324,0.143086349523047,0.516989391863357,0.654575284515556
Cvig_LOC111122649,1636.56641448854,1.74987473837125,0.353871798705146,2.51872846571757e-08,2.81549572824453e-07
Cvig_LOC111135208,1477.1847382047,0.0857231516610153,0.166036447016513,0.595013609007822,0.718347594479381
Cvig_LOC111127895,1721.43233745356,0.377150073826717,0.472416618312619,0.310403480437462,0.456020761475398
Cvig_LOC111120808,1482.16597677222,-0.113269361507443,0.179129306854232,0.51297017126069,0.651277632311779
